MODEL,SCENARIO,REGION,,,,,,,,,,,,,
GCAM4,SSP5-Baseline,World,,,,,,,,,,,,,
UNIT,billions/million,million,EJ/billion,GtC/EJ,,MTCO2/$1000 2010 US$,,(1000$ per ton CO2),,,,,,,Billions 
YEARS,GDP/Pop,Population,Ener/GDP,Emiss/Ener,Emissions|CO2," Sigma (industrial, ) ", Exponent of control cost function , Backstop price  , Abatement cost function coefficient , Emissions control rate p1 , Abatement cost p1(fraction of output) , Emissions control rate p2 , Abatement cost p2(fraction of output) , Participation ,Capital 
2216,110.7851444,3172.09476,0.001889831,0.016524928,9.654635946,0.114507511,,198.9111571,0.008760316,1,0.008760316,1,0.008760316,1,7848048.5
2217,109.8314543,3108.20962,0.001902246,0.016493516,9.370676065,0.115040658,,197.9072088,0.008756683,1,0.008756683,1,0.008756683,1,7912876.59
2218,108.8377377,3044.32448,0.001915413,0.016460644,9.086716185,0.115606082,,196.9083276,0.008755308,1,0.008755308,1,0.008755308,1,7977974.7
2219,107.8014209,2980.43934,0.001929404,0.016426209,8.802756304,0.116206909,,195.914488,0.008756391,1,0.008756391,1,0.008756391,1,8043342.84
2220,106.7197045,2916.5542,0.001944298,0.016390097,8.518796423,0.11684652,,194.9256645,0.008760148,1,0.008760148,1,0.008760148,1,8108981
2221,105.5895383,2852.66906,0.001960184,0.016352182,8.234836542,0.117528714,,193.9418318,0.008766821,1,0.008766821,1,0.008766821,1,8174889.18
2222,104.4075927,2788.78392,0.001977167,0.016312326,7.950876662,0.11825804,,192.9629648,0.008776701,1,0.008776701,1,0.008776701,1,8241067.38
2223,103.1702257,2724.89878,0.001995362,0.016270375,7.666916781,0.119039389,,191.9890383,0.008790099,1,0.008790099,1,0.008790099,1,8307515.61
2224,101.8734458,2661.01364,0.002014906,0.01622616,7.3829569,0.119878686,,191.0200274,0.008807396,1,0.008807396,1,0.008807396,1,8374233.86
2225,100.5128685,2597.1285,0.002035953,0.016179493,7.098997019,0.12078252,,190.0559074,0.008829012,1,0.008829012,1,0.008829012,1,8441222.13
2226,99.08366719,2533.24336,0.002058684,0.016130163,6.815037138,0.121758664,,189.0966534,0.008855445,1,0.008855445,1,0.008855445,1,8508480.42
2227,97.58051571,2469.35822,0.00208331,0.016077937,6.531077258,0.122816199,,188.1422411,0.008887275,1,0.008887275,1,0.008887275,1,8576008.73
2228,95.9975221,2405.47308,0.002110078,0.016022552,6.247117377,0.123965726,,187.1926458,0.008925182,1,0.008925182,1,0.008925182,1,8643807.06
2229,94.32815141,2341.58794,0.00213928,0.015963711,5.963157496,0.125219775,,186.2478434,0.008969967,1,0.008969967,1,0.008969967,1,8711875.42
2230,92.56513551,2277.7028,0.002171263,0.015901081,5.679197615,0.126593239,,185.3078096,0.009022583,1,0.009022583,1,0.009022583,1,8780213.8
2231,90.70036731,2213.81766,0.002206445,0.015834284,5.395237735,0.128104081,,184.3725204,0.009084182,1,0.009084182,1,0.009084182,1,8848822.2
2232,88.72477611,2149.93252,0.002245331,0.015762889,5.111277854,0.129773979,,183.4419518,0.009156151,1,0.009156151,1,0.009156151,1,8917700.62
2233,86.62818007,2086.04738,0.002288539,0.015686406,4.827317973,0.13162949,,182.5160799,0.009240192,1,0.009240192,1,0.009240192,1,8986849.07
2234,84.39911066,2022.16224,0.002336832,0.01560427,4.543358092,0.133703377,,181.5948811,0.009338403,1,0.009338403,1,0.009338403,1,9056267.54
2235,82.02460277,1958.2771,0.002391163,0.01551583,4.259398212,0.136036555,,180.6783319,0.009453407,1,0.009453407,1,0.009453407,1,9125956.02
2236,79.48994242,1894.39196,0.002452739,0.015420331,3.975438331,0.13868084,,179.7664086,0.009588522,1,0.009588522,1,0.009588522,1,9195914.54
2237,76.77836153,1830.50682,0.002523116,0.015316894,3.69147845,0.141703101,,178.8590881,0.009748034,1,0.009748034,1,0.009748034,1,9266143.07
2238,73.87066652,1766.62168,0.002604322,0.015204485,3.407518569,0.145190374,,177.9563469,0.009937519,1,0.009937519,1,0.009937519,1,9336641.62
2239,70.74478332,1702.73654,0.002699068,0.015081885,3.123558688,0.149259122,,177.0581621,0.010164441,1,0.010164441,1,0.010164441,1,9407410.2
2240,67.37519592,1638.8514,0.002811047,0.014947641,2.839598808,0.154067912,,176.1645107,0.010438961,1,0.010438961,1,0.010438961,1,9478448.8
2241,63.7322483,1574.96626,0.002945431,0.014800013,2.555638927,0.159838863,,175.2753697,0.010775314,1,0.010775314,1,0.010775314,1,9549757.42
2242,59.78126927,1511.08112,0.003109692,0.014636892,2.271679046,0.166892829,,174.3907164,0.011194062,1,0.011194062,1,0.011194062,1,9621336.06
2243,55.48146555,1447.19598,0.00331504,0.014455707,1.987719165,0.175711239,,173.5105281,0.011726058,1,0.011726058,1,0.011726058,1,9693184.73
2244,50.78450806,1383.31084,0.003579093,0.014253279,1.703759285,0.187050641,,172.6347823,0.012419787,1,0.012419787,1,0.012419787,1,9765303.42
2245,45.63270753,1319.4257,0.003931225,0.014025641,1.419799404,0.202172485,,171.7634566,0.013356094,1,0.013356094,1,0.013356094,1,9837692.12
2246,39.95663323,1255.54056,0.004424328,0.013767771,1.135839523,0.223348161,,170.8965287,0.014680548,1,0.014680548,1,0.014680548,1,9910350.86
2247,33.67196555,1191.65542,0.005164238,0.013473217,0.851879642,0.25512263,,170.0339764,0.016684429,1,0.016684429,1,0.016684429,1,9983279.61
2248,26.67527897,1127.77028,0.006398107,0.013133551,0.567919762,0.308109503,,169.1757775,0.020047948,1,0.020047948,1,0.020047948,1,10056478.38
2249,18.83830562,1063.88514,0.008868418,0.012737553,0.283959881,0.414193796,,168.3219102,0.026814573,1,0.026814573,1,0.026814573,1,10129947.18
2250,10,1000,0.0163,0.012269939,0,0.733333354,,167.4723525,0.047235793,1,0.047235793,1,0.047235793,1,10203686
2251,10,1000,0.0163,0.012269939,0,0.733333354,,166.6270828,0.046997384,1,0.046997384,1,0.046997384,1,10277694.84
2252,10,1000,0.0163,0.012269939,0,0.733333354,,165.7860793,0.046760178,1,0.046760178,1,0.046760178,1,10351973.7
2253,10,1000,0.0163,0.012269939,0,0.733333354,,164.9493205,0.046524169,1,0.046524169,1,0.046524169,1,10426522.59
2254,10,1000,0.0163,0.012269939,0,0.733333354,,164.116785,0.046289351,1,0.046289351,1,0.046289351,1,10501341.5
2255,10,1000,0.0163,0.012269939,0,0.733333354,,163.2884515,0.046055718,1,0.046055718,1,0.046055718,1,10576430.42
2256,10,1000,0.0163,0.012269939,0,0.733333354,,162.4642988,0.045823265,1,0.045823265,1,0.045823265,1,10651789.38
2257,10,1000,0.0163,0.012269939,0,0.733333354,,161.6443058,0.045591985,1,0.045591985,1,0.045591985,1,10727418.35
2258,10,1000,0.0163,0.012269939,0,0.733333354,,160.8284515,0.045361872,1,0.045361872,1,0.045361872,1,10803317.34
2259,10,1000,0.0163,0.012269939,0,0.733333354,,160.016715,0.045132921,1,0.045132921,1,0.045132921,1,10879486.36
2260,10,1000,0.0163,0.012269939,0,0.733333354,,159.2090754,0.044905125,1,0.044905125,1,0.044905125,1,10955925.4
2261,10,1000,0.0163,0.012269939,0,0.733333354,,158.4055122,0.044678479,1,0.044678479,1,0.044678479,1,11032634.46
2262,10,1000,0.0163,0.012269939,0,0.733333354,,157.6060048,0.044452977,1,0.044452977,1,0.044452977,1,11109613.54
2263,10,1000,0.0163,0.012269939,0,0.733333354,,156.8105327,0.044228613,1,0.044228613,1,0.044228613,1,11186862.65
2264,10,1000,0.0163,0.012269939,0,0.733333354,,156.0190754,0.044005382,1,0.044005382,1,0.044005382,1,11264381.78
2265,10,1000,0.0163,0.012269939,0,0.733333354,,155.2316129,0.043783277,1,0.043783277,1,0.043783277,1,11342170.92
2266,10,1000,0.0163,0.012269939,0,0.733333354,,154.4481248,0.043562293,1,0.043562293,1,0.043562293,1,11420230.1
2267,10,1000,0.0163,0.012269939,0,0.733333354,,153.6685912,0.043342424,1,0.043342424,1,0.043342424,1,11498559.29
2268,10,1000,0.0163,0.012269939,0,0.733333354,,152.892992,0.043123666,1,0.043123666,1,0.043123666,1,11577158.5
2269,10,1000,0.0163,0.012269939,0,0.733333354,,152.1213075,0.042906011,1,0.042906011,1,0.042906011,1,11656027.74
2270,10,1000,0.0163,0.012269939,0,0.733333354,,151.3535178,0.042689455,1,0.042689455,1,0.042689455,1,11735167
2271,10,1000,0.0163,0.012269939,0,0.733333354,,150.5896034,0.042473992,1,0.042473992,1,0.042473992,1,11814576.28
2272,10,1000,0.0163,0.012269939,0,0.733333354,,149.8295445,0.042259616,1,0.042259616,1,0.042259616,1,11894255.58
2273,10,1000,0.0163,0.012269939,0,0.733333354,,149.0733219,0.042046323,1,0.042046323,1,0.042046323,1,11974204.91
2274,10,1000,0.0163,0.012269939,0,0.733333354,,148.3209161,0.041834106,1,0.041834106,1,0.041834106,1,12054424.26
2275,10,1000,0.0163,0.012269939,0,0.733333354,,147.5723078,0.04162296,1,0.04162296,1,0.04162296,1,12134913.63
2276,10,1000,0.0163,0.012269939,0,0.733333354,,146.827478,0.04141288,1,0.04141288,1,0.04141288,1,12215673.02
2277,10,1000,0.0163,0.012269939,0,0.733333354,,146.0864074,0.04120386,1,0.04120386,1,0.04120386,1,12296702.43
2278,10,1000,0.0163,0.012269939,0,0.733333354,,145.3490772,0.040995895,1,0.040995895,1,0.040995895,1,12378001.86
2279,10,1000,0.0163,0.012269939,0,0.733333354,,144.6154685,0.040788979,1,0.040788979,1,0.040788979,1,12459571.32
2280,10,1000,0.0163,0.012269939,0,0.733333354,,143.8855624,0.040583109,1,0.040583109,1,0.040583109,1,12541410.8
2281,10,1000,0.0163,0.012269939,0,0.733333354,,143.1593404,0.040378277,1,0.040378277,1,0.040378277,1,12623520.3
2282,10,1000,0.0163,0.012269939,0,0.733333354,,142.4367837,0.040174479,1,0.040174479,1,0.040174479,1,12705899.82
2283,10,1000,0.0163,0.012269939,0,0.733333354,,141.717874,0.039971709,1,0.039971709,1,0.039971709,1,12788549.37
2284,10,1000,0.0163,0.012269939,0,0.733333354,,141.0025927,0.039769963,1,0.039769963,1,0.039769963,1,12871468.94
2285,10,1000,0.0163,0.012269939,0,0.733333354,,140.2909216,0.039569235,1,0.039569235,1,0.039569235,1,12954658.53
2286,10,1000,0.0163,0.012269939,0,0.733333354,,139.5828425,0.039369521,1,0.039369521,1,0.039369521,1,13038118.14
2287,10,1000,0.0163,0.012269939,0,0.733333354,,138.8783372,0.039170814,1,0.039170814,1,0.039170814,1,13121847.77
2288,10,1000,0.0163,0.012269939,0,0.733333354,,138.1773878,0.03897311,1,0.03897311,1,0.03897311,1,13205847.42
2289,10,1000,0.0163,0.012269939,0,0.733333354,,137.4799761,0.038776405,1,0.038776405,1,0.038776405,1,13290117.1
2290,10,1000,0.0163,0.012269939,0,0.733333354,,136.7860845,0.038580692,1,0.038580692,1,0.038580692,1,13374656.8
2291,10,1000,0.0163,0.012269939,0,0.733333354,,136.095695,0.038385966,1,0.038385966,1,0.038385966,1,13459466.52
2292,10,1000,0.0163,0.012269939,0,0.733333354,,135.4087901,0.038192224,1,0.038192224,1,0.038192224,1,13544546.26
2293,10,1000,0.0163,0.012269939,0,0.733333354,,134.7253522,0.037999459,1,0.037999459,1,0.037999459,1,13629896.03
2294,10,1000,0.0163,0.012269939,0,0.733333354,,134.0453638,0.037807668,1,0.037807668,1,0.037807668,1,13715515.82
2295,10,1000,0.0163,0.012269939,0,0.733333354,,133.3688074,0.037616844,1,0.037616844,1,0.037616844,1,13801405.62
2296,10,1000,0.0163,0.012269939,0,0.733333354,,132.6956657,0.037426984,1,0.037426984,1,0.037426984,1,13887565.46
2297,10,1000,0.0163,0.012269939,0,0.733333354,,132.0259215,0.037238081,1,0.037238081,1,0.037238081,1,13973995.31
2298,10,1000,0.0163,0.012269939,0,0.733333354,,131.3595576,0.037050133,1,0.037050133,1,0.037050133,1,14060695.18
2299,10,1000,0.0163,0.012269939,0,0.733333354,,130.6965571,0.036863133,1,0.036863133,1,0.036863133,1,14147665.08
2300,10,1000,0.0163,0.012269939,0,0.733333354,,130.0369028,0.036677076,1,0.036677076,1,0.036677076,1,14234905
