"","TCR","ECS","q1","q2","SCC_$/CO2"
"1",1.54187498876947,2.5013601523052,0.268928842176017,0.399884032771896,45.3511386801572
"2",2.02172592068878,3.13136716357825,0.306393270804356,0.530870676676459,78.6228012507545
"3",1.916431547419,3.33250632049986,0.403862902149366,0.487181568572522,75.5374403897008
"4",1.98209737473979,4.42249128707053,0.721584109085566,0.46090019227019,98.3731414383295
"5",1.67568666880853,2.7011101076203,0.286870720812586,0.435351233096585,53.9208579879711
"6",2.61361688510359,3.43706557838419,0.205799206667684,0.713202284878891,124.418831240454
"7",1.49522084422917,2.7864763931909,0.373152714679713,0.371894449275073,46.6326447086652
"8",2.27509519763143,4.1746289591381,0.547472552167033,0.568738399474171,113.706810677704
"9",1.87888882782003,2.95165319079101,0.297676561315328,0.491535521783871,67.7546525340007
"10",1.58219640797583,2.33962598520325,0.20522345311524,0.42034499212627,45.2782679622122
"11",1.89325679724451,3.15211218852739,0.3553506524972,0.487460093098359,71.4610519417336
"12",1.6465236529275,2.83508324247258,0.338239622595831,0.41980402512411,54.2126650403833
"13",2.24781024456099,3.62397118460796,0.385012424992864,0.58396382757611,101.335462290014
"14",1.35375182804843,2.13020400383409,0.215573618073253,0.353999644983989,33.7985793888029
"15",1.65231627024453,3.016530841633,0.392829868616342,0.413729179948631,56.8553744224253
"16",2.33843443879919,3.73584054134318,0.389872737130598,0.609015108148326,109.755629074068
"17",2.04583514052382,3.12718413168546,0.297115377438536,0.539030112316934,80.0030951551132
"18",1.76193410759211,3.02309851763046,0.358614123318233,0.449700988347665,62.4949033378719
"19",1.79154419715642,3.33196477193454,0.445006385320281,0.445893286319971,68.5045583217903
"20",1.28215349815105,2.36435701161187,0.312177935284454,0.320003083863105,33.4438902454969
"21",2.3647674451108,3.72278052811674,0.377094756191604,0.618301106941213,111.394850513252
"22",2.55995607534953,5.64691478707189,0.911741238950269,0.598129024972696,169.147490525195
"23",1.48922205207593,2.96033372332362,0.429279740228727,0.362253340873845,48.4723999529263
"24",1.35915089722762,2.91482831455358,0.45813535445309,0.321230505053214,42.3342928926211
"25",1.69059382555968,2.77818464075367,0.305942058391526,0.436888059457048,55.626851178704
"26",1.61201466249583,3.07890711944992,0.425586667786905,0.397650529926978,55.7106989477904
"27",1.90714155709758,3.19661002436326,0.364615158147933,0.490093404516041,72.9187387843767
"28",1.73974540229217,3.3514416425013,0.468206663980911,0.427900727062217,65.9911390984337
"29",1.46629503180263,2.5783428011032,0.317904265281912,0.371492205601297,42.9725220949505
"30",1.98980426945855,3.8436551545374,0.538773542728522,0.488941739233349,88.3386676535151
"31",1.92566284693274,3.64716117696906,0.498799056097372,0.476377729188474,81.1118610690976
"32",1.71799729175492,3.70979608407192,0.586999583018344,0.404924503631902,70.2003413841149
"33",2.32754644341514,4.20261495771197,0.538837333783568,0.584856505176852,118.062044999294
"34",1.54423824943926,2.77769686857041,0.354203874023081,0.388495823455637,48.717559332234
"35",1.75687403992177,2.90177439440366,0.322505207785602,0.453370298739439,60.5814075919124
"36",2.03326491599483,3.45227266984265,0.402512627645749,0.520554931135709,84.4301252223419
"37",1.32307127671066,2.58842112811051,0.368420584517596,0.323670626207139,37.2812335882955
"38",1.40456611207003,2.02745304205975,0.166765791286148,0.375333952580095,34.7167002435585
"39",1.97099599282843,3.54731257806364,0.452708217244364,0.495771081703132,82.1869257351015
"40",1.92865937345912,3.777608859974,0.538431840286486,0.471624004626348,83.4266818774482
"41",1.97240875348509,3.2656284746151,0.364518812331556,0.508643881415796,77.7743902732191
"42",1.77402223000442,3.64753343418456,0.549076968077269,0.426199351223415,72.3286635077331
"43",2.48085147713951,4.32533880231958,0.526343431862508,0.63016426929246,132.366928234851
"44",1.78521330405749,4.57800786460367,0.835143385130592,0.388922888827607,88.7856238313447
"45",2.13047260974692,4.03954977779478,0.553246643668081,0.52684687980646,101.011477022924
"46",1.87377827604672,2.83765599961635,0.263866099042273,0.494865451657287,65.8833974503618
"47",1.47186627192713,3.31798072604678,0.546399386965906,0.340761234971737,52.2184972981408
"48",1.59393309678206,3.0240838858466,0.414494909613667,0.394083669489701,54.120615648758
"49",2.63045566741926,5.0771263282362,0.710976778377683,0.646543630241621,161.659609593303
"50",2.14202906343578,4.10471787493067,0.569718475040656,0.527799673336528,103.008158164105
"51",2.49190676351246,4.84273794400518,0.683814850119237,0.611034867529207,144.696150232411
"52",1.14052885460175,1.48997895154942,0.0867278460565911,0.31166224794058,21.3480111369624
"53",1.73770790815997,3.03092699931309,0.369065979034088,0.441342309552301,61.3498266691071
"54",2.11892354003562,4.04714730052005,0.559433040860829,0.522691905802285,100.364314994523
"55",1.7484975502483,3.38573423457366,0.475990895588718,0.429285637719747,66.9681583932141
"56",2.30884071892531,4.90357785221487,0.763318979156834,0.547798093627889,131.57782945197
"57",1.59827442145308,2.33458574908636,0.198335293459595,0.425885495066169,45.9325915890943
"58",1.45544904806091,2.43440528570088,0.276667039684182,0.374243464513915,40.9228274928731
"59",1.15771767639928,1.81582155171108,0.18251577748872,0.302998006391247,24.338247128132
"60",2.05983987841205,3.56108169882695,0.427607068956204,0.524553813083087,87.8807014163861
"61",2.53086052234736,4.09287205254654,0.437405880256331,0.656944935932583,131.322100107942
"62",2.11422437328518,4.02306487210253,0.553487752066485,0.522198042613335,99.6139791592527
"63",1.49677456562041,2.24438563916217,0.203820835027497,0.396282277047949,40.5802633379823
