MODEL,SCENARIO,REGION,,,,,,,,,,,,,
GCAM4,SSP5-Baseline,World,,,,,,,,,,,,,
UNIT,billions/million,million,EJ/billion,GtC/EJ,,MTCO2/$1000 2010 US$,,(1000$ per ton CO2),,,,,,,Billions 
YEARS,GDP/Pop,Population,Ener/GDP,Emiss/Ener,Emissions|CO2," Sigma (industrial, ) ", Exponent of control cost function , Backstop price  , Abatement cost function coefficient , Emissions control rate p1 , Abatement cost p1(fraction of output) , Emissions control rate p2 , Abatement cost p2(fraction of output) , Participation ,Capital 
2281,10,1000,0.0163,0.012269939,0,0.733333354,,143.1593404,0.040378277,1,0.040378277,1,0.040378277,1,98239552.00
2282,10,1000,0.0163,0.012269939,0,0.733333354,,142.4367837,0.040174479,1,0.040174479,1,0.040174479,1,98633344.00
2283,10,1000,0.0163,0.012269939,0,0.733333354,,141.717874,0.039971709,1,0.039971709,1,0.039971709,1,99027136.00
2284,10,1000,0.0163,0.012269939,0,0.733333354,,141.0025927,0.039769963,1,0.039769963,1,0.039769963,1,99420928.00
2285,10,1000,0.0163,0.012269939,0,0.733333354,,140.2909216,0.039569235,1,0.039569235,1,0.039569235,1,99814720.00
2286,10,1000,0.0163,0.012269939,0,0.733333354,,139.5828425,0.039369521,1,0.039369521,1,0.039369521,1,100208512.00
2287,10,1000,0.0163,0.012269939,0,0.733333354,,138.8783372,0.039170814,1,0.039170814,1,0.039170814,1,100602304.00
2288,10,1000,0.0163,0.012269939,0,0.733333354,,138.1773878,0.03897311,1,0.03897311,1,0.03897311,1,100996096.00
2289,10,1000,0.0163,0.012269939,0,0.733333354,,137.4799761,0.038776405,1,0.038776405,1,0.038776405,1,101389888.00
2290,10,1000,0.0163,0.012269939,0,0.733333354,,136.7860845,0.038580692,1,0.038580692,1,0.038580692,1,101783680.00
2291,10,1000,0.0163,0.012269939,0,0.733333354,,136.095695,0.038385966,1,0.038385966,1,0.038385966,1,102177472.00
2292,10,1000,0.0163,0.012269939,0,0.733333354,,135.4087901,0.038192224,1,0.038192224,1,0.038192224,1,102571264.00
2293,10,1000,0.0163,0.012269939,0,0.733333354,,134.7253522,0.037999459,1,0.037999459,1,0.037999459,1,102965056.00
2294,10,1000,0.0163,0.012269939,0,0.733333354,,134.0453638,0.037807668,1,0.037807668,1,0.037807668,1,103358848.00
2295,10,1000,0.0163,0.012269939,0,0.733333354,,133.3688074,0.037616844,1,0.037616844,1,0.037616844,1,103752640.00
2296,10,1000,0.0163,0.012269939,0,0.733333354,,132.6956657,0.037426984,1,0.037426984,1,0.037426984,1,104146432.00
2297,10,1000,0.0163,0.012269939,0,0.733333354,,132.0259215,0.037238081,1,0.037238081,1,0.037238081,1,104540224.00
2298,10,1000,0.0163,0.012269939,0,0.733333354,,131.3595576,0.037050133,1,0.037050133,1,0.037050133,1,104934016.00
2299,10,1000,0.0163,0.012269939,0,0.733333354,,130.6965571,0.036863133,1,0.036863133,1,0.036863133,1,105327808.00
2300,10,1000,0.0163,0.012269939,0,0.733333354,,130.0369028,0.036677076,1,0.036677076,1,0.036677076,1,105721600.00
